,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp)
4683,Kochi,2016,42876,Diesel,Automatic,First,5,,9.31,HYUNDAI,19.08,1582,126.2
4684,Bangalore,2011,64000,Petrol,Manual,First,5,,2.39,MARUTI,19.7,796,46.3
4685,Kochi,2018,20488,Petrol,Manual,Second,5,11.48 Lakh,7.64,VOLKSWAGEN,16.09,1598,103.5
4686,Delhi,2016,21000,Petrol,Manual,First,5,,6.21,MARUTI,21.4,1197,83.1
4687,Jaipur,2012,119203,Diesel,Automatic,First,5,,16.5,LAND,0,2179,115
4688,Kochi,2011,55987,Petrol,Automatic,First,5,,8.22,HONDA,13.7,1997,153.86
4689,Coimbatore,2017,72668,Diesel,Manual,First,7,37.17 Lakh,28.85,TOYOTA,14.24,2755,174.5
4690,Mumbai,2015,32000,Petrol,Automatic,First,5,,8.5,HONDA,15.6,1497,116.3
4691,Bangalore,2014,3000,Petrol,Automatic,Second,2,,90,MERCEDES-BENZ,12,5461,421
4692,Mumbai,2015,10400,Petrol,Manual,First,5,,6.51,HONDA,17.4,1497,117.3
4693,Mumbai,2013,35000,Diesel,Manual,First,5,,4.65,MARUTI,22.9,1248,74
4694,Kochi,2013,55101,Petrol,Automatic,First,5,,8.4,TOYOTA,14.53,1794,138.1
4695,Bangalore,2014,57464,Diesel,Manual,First,5,9.99 Lakh,5.75,TOYOTA,23.59,1364,67.06
4696,Jaipur,2006,110000,Petrol,Manual,First,5,,1.11,MARUTI,18.9,998,67.1
4697,Kochi,2017,17941,Petrol,Manual,First,,,3.93,FIAT,15.7,NAN,NAN
4698,Mumbai,2014,72000,Petrol,Automatic,First,5,,17.25,MERCEDES-BENZ,12,1991,184
4699,Delhi,2012,16000,Diesel,Automatic,First,5,,32,JAGUAR,16.36,2179,187.7
4700,Kochi,2011,62020,Petrol,Manual,First,5,,3.45,HYUNDAI,17,1197,80
4701,Pune,2014,85000,Diesel,Automatic,Second,5,,23,LAND,12.39,2179,147.51
4702,Kochi,2018,14223,Petrol,Manual,First,5,,7.32,HYUNDAI,18.6,1197,81.86
4703,Jaipur,2014,41210,Petrol,Manual,First,5,,4.4,HONDA,18,1198,86.7
4704,Bangalore,2015,20000,Diesel,Automatic,First,5,,47.35,MERCEDES-BENZ,0,2987,165
4705,Coimbatore,2016,18043,Petrol,Manual,First,5,,4.12,MARUTI,22.74,796,47.3
4706,Chennai,2016,80000,Diesel,Automatic,First,7,26.95 Lakh,19.5,TOYOTA,11.36,2755,171.5
4707,Hyderabad,2016,21000,Petrol,Automatic,First,5,,6.2,HYUNDAI,18.9,1197,82
4708,Bangalore,2016,49000,Diesel,Automatic,First,5,,45,BMW,16.55,2993,258
4709,Hyderabad,1998,104000,Petrol,Manual,Second,5,,0.85,MARUTI,15,970,NULL
4710,Chennai,2010,95000,Petrol,Manual,Second,5,,2.8,HYUNDAI,18.5,1197,80
4711,Pune,2015,32000,Petrol,Automatic,First,5,,4.8,HYUNDAI,18.9,1197,82
4712,Pune,2003,80000,Petrol,Manual,Second,,,0.9,HYUNDAI,17,NAN,NAN
4713,Hyderabad,2014,122800,Diesel,Manual,First,5,,5.65,FORD,25.01,1498,89.75
4714,Ahmedabad,2011,78000,Diesel,Manual,Second,5,,14.5,MERCEDES-BENZ,15,2148,NULL
4715,Ahmedabad,2015,69000,Diesel,Manual,First,5,,5.9,MARUTI,26.59,1248,74
4716,Pune,2015,65000,Diesel,Manual,Second,5,,5,TOYOTA,23.59,1364,67.04
4717,Ahmedabad,2015,23000,Petrol,Manual,First,5,,4.9,HYUNDAI,19.1,1197,82
4718,Ahmedabad,2009,70000,Petrol,Manual,First,5,,4.25,HONDA,13.5,1799,130
4719,Chennai,2014,250000,Diesel,Manual,First,8,,10.9,TOYOTA,12.99,2494,100.6
4720,Delhi,2012,56000,Petrol,Manual,First,5,,2.45,HYUNDAI,13.2,1495,94
4721,Pune,2013,30000,Petrol,Manual,First,5,,2.5,MARUTI,22.74,796,47.3
4722,Kolkata,2010,35000,Petrol,Automatic,First,2,,29.5,MERCEDES-BENZ,8.1,5461,387.3
4723,Jaipur,2013,92250,Diesel,Manual,Second,5,,5.75,FORD,22.7,1498,89.84
4724,Pune,2018,40000,Petrol,Manual,First,5,6.71 Lakh,5,HYUNDAI,20.14,1197,81.86
4725,Kochi,2014,96848,Petrol,Automatic,First,5,,4.62,SKODA,14.3,1598,103.6
4726,Delhi,2016,42000,Diesel,Automatic,First,5,,23.5,AUDI,15.73,1968,174.33
4727,Kolkata,2013,55886,Diesel,Manual,First,7,,7.25,MAHINDRA,16,2179,140
4728,Kochi,2019,12336,Petrol,Manual,First,5,13.6 Lakh,11.88,HYUNDAI,17,1591,121.3
4729,Chennai,2009,60000,Petrol,Manual,Third,5,,2.25,HYUNDAI,13.9,1599,103.2
4730,Pune,2003,83000,Petrol,Manual,Second,5,,0.85,FORD,14.2,1597,92
4731,Pune,2018,24000,Petrol,Manual,First,5,6.99 Lakh,4,NISSAN,19.69,1198,67.04
4732,Pune,2016,32198,Petrol,Automatic,First,5,,5.1,HONDA,16.5,1198,86.8
4733,Hyderabad,2014,92247,Diesel,Manual,First,7,,12.5,TOYOTA,12.99,2494,100.6
4734,Chennai,2011,121311,Diesel,Manual,First,5,14.32 Lakh,2.9,VOLKSWAGEN,20.64,1498,108.5
4735,Coimbatore,2016,66296,Diesel,Manual,First,7,,15.96,MAHINDRA,16,2179,140
4736,Mumbai,2015,41000,Petrol,Automatic,First,5,,5.45,HYUNDAI,16.9,1197,82
4737,Kochi,2017,38681,Diesel,Manual,First,7,,23.86,FORD,13.5,2198,157.7
4738,Kochi,2008,43761,Petrol,Manual,First,5,,1.75,CHEVROLET,18,995,62
4739,Hyderabad,2017,17400,Diesel,Manual,First,7,,9.75,MARUTI,24.52,1248,88.5
4740,Bangalore,2013,61510,Diesel,Manual,First,5,,4.75,HONDA,25.8,1498,98.6
4741,Delhi,2014,60000,Petrol,Manual,First,5,,6.25,HONDA,17.4,1497,117.3
4742,Bangalore,2014,35165,Diesel,Automatic,Second,5,,22,MINI,23.8,1998,112
4743,Kochi,2016,41617,Petrol,Automatic,First,5,,14.14,TOYOTA,14.53,1794,138.1
4744,Kolkata,2005,45000,Petrol,Manual,First,5,,0.95,HYUNDAI,17,1086,NULL
4745,Delhi,2014,65000,Petrol,Automatic,First,5,,11.95,SKODA,13.7,1798,157.75
4746,Delhi,2011,68000,Petrol,Manual,First,5,,2.5,MARUTI,18.9,998,67.1
4747,Mumbai,2013,49000,Petrol,Manual,First,5,,2.75,HYUNDAI,19.81,1086,68.05
4748,Coimbatore,2019,16698,Petrol,Manual,First,5,6.21 Lakh,5.85,TATA,23.84,1199,84
4749,Ahmedabad,2016,30965,Petrol,Manual,First,5,,6.25,MARUTI,21.4,1197,83.1
4750,Mumbai,2014,56058,Petrol,Manual,First,5,,4.95,VOLKSWAGEN,15.04,1598,103.2
4751,Pune,2017,15356,Petrol,Manual,First,5,,4.75,HYUNDAI,18.9,1197,81.86
4752,Delhi,2013,54000,Diesel,Manual,First,5,,2.55,FORD,20,1399,68.05
4753,Pune,2011,47000,Petrol,Automatic,Second,5,,4.5,HONDA,13.9,1799,130.3
4754,Kochi,2015,21652,Petrol,Manual,First,5,,3.01,MARUTI,22.74,796,47.3
4755,Hyderabad,2016,52000,Diesel,Automatic,First,5,74.49 Lakh,42,LAND,15.68,1999,177
4756,Kolkata,2010,35010,Diesel,Automatic,First,5,,11.5,AUDI,12.4,2698,179.5
4757,Hyderabad,2006,76662,Diesel,Automatic,First,5,,10.99,MERCEDES-BENZ,11,2987,198.5
4758,Jaipur,2009,89000,Petrol,Automatic,First,5,,3.71,HONDA,17,1497,118
4759,Jaipur,2006,80000,Petrol,Automatic,Third,5,,2,HONDA,10.1,2354,152
4760,Kochi,2018,39023,Diesel,Manual,First,5,,9.48,MARUTI,28.09,1248,88.5
4761,Jaipur,2004,62000,Petrol,Manual,Second,5,,1.25,MARUTI,18.9,998,67.1
4762,Jaipur,2015,78046,Diesel,Manual,First,5,,10.9,HYUNDAI,19.67,1582,126.2
4763,Kolkata,2015,34400,Diesel,Manual,First,5,,5.5,MARUTI,28.09,1248,88.5
4764,Coimbatore,2016,64624,Petrol,Manual,First,5,,3.71,HYUNDAI,21.1,814,55.2
4765,Mumbai,2014,69192,Petrol,Manual,First,7,,6.25,MARUTI,16.02,1373,93.7
4766,Chennai,2012,55000,Diesel,Manual,First,5,,4.9,VOLKSWAGEN,20.54,1598,103.6
4767,Mumbai,2005,81000,Petrol,Manual,Second,5,,1.1,HONDA,12.8,1493,100
4768,Kochi,2016,36733,Petrol,Manual,First,5,,4.72,VOLKSWAGEN,16.47,1198,73.9
4769,Kochi,2017,24310,CNG,Manual,First,4,,3.7,MARUTI,33.44,796,40.3
4770,Mumbai,2016,43022,Diesel,Automatic,First,5,,24.85,MERCEDES-BENZ,17.9,2143,136
4771,Jaipur,2013,74000,Diesel,Manual,First,7,,12.25,HYUNDAI,14.66,2199,194.3
4772,Kolkata,2014,47000,Diesel,Manual,First,5,,3.9,MARUTI,22.9,1248,74
4773,Kochi,2017,37460,Petrol,Manual,First,5,8.03 Lakh,6.28,HYUNDAI,18.6,1197,81.86
4774,Mumbai,2011,130000,Diesel,Manual,First,8,,2.75,MAHINDRA,14,2498,112
4775,Coimbatore,2017,31576,Petrol,Manual,First,5,,7.85,HYUNDAI,18.9,1197,82
4776,Mumbai,2011,66000,Petrol,Manual,First,5,,2.95,VOLKSWAGEN,15.04,1598,103.6
4777,Mumbai,2008,79000,Petrol,Automatic,Second,5,,4.85,HONDA,11.7,2354,177.6
4778,Bangalore,2011,47140,Diesel,Automatic,Second,5,1.71 Cr,30,MERCEDES-BENZ,13.5,2925,281.61
4779,Bangalore,2016,36610,Diesel,Automatic,First,5,,19.9,MERCEDES-BENZ,15,2143,107.3
4780,Bangalore,2016,93000,Diesel,Manual,First,5,19.18 Lakh,10.8,HYUNDAI,20.5,1582,126.2
4781,Hyderabad,2007,52195,Petrol,Manual,First,5,,1.75,MARUTI,19.7,796,46.3
4782,Mumbai,2016,20003,Diesel,Automatic,First,5,,19.25,AUDI,20.38,1968,143
4783,Delhi,2013,66314,Diesel,Manual,First,5,,5.5,RENAULT,19.87,1461,83.8
4784,Chennai,2009,76000,Diesel,Manual,First,5,,2.75,FORD,17.8,1399,68
4785,Bangalore,2015,29000,Diesel,Manual,First,5,,13,HYUNDAI,19.67,1582,126.2
4786,Mumbai,2011,30000,Diesel,Manual,First,5,,3.2,FORD,20,1399,68
4787,Coimbatore,2013,56526,Petrol,Manual,First,5,,5.84,VOLKSWAGEN,15.26,1598,103.5
4788,Hyderabad,2015,38000,Diesel,Automatic,Second,5,37.9 Lakh,24,VOLVO,16.8,1969,150
4789,Chennai,2012,41000,Diesel,Automatic,First,5,,6.25,HYUNDAI,19.08,1582,126.32
4790,Hyderabad,2009,53000,Diesel,Automatic,First,5,,36,BMW,14.49,2993,258
4791,Chennai,2003,125000,Diesel,Manual,Third,5,,3,MITSUBISHI,14.8,1998,68
4792,Chennai,2010,242000,Diesel,Manual,First,7,,11,TOYOTA,11.5,2982,171
4793,Chennai,2015,90000,Diesel,Manual,First,5,,6.5,MARUTI,26.21,1248,88.5
4794,Hyderabad,2018,11000,Diesel,Manual,First,5,,9.4,MARUTI,24.3,1248,88.5
4795,Kochi,2018,21936,Diesel,Automatic,First,5,58.67 Lakh,37.92,BMW,21.76,1995,190
4796,Pune,2013,41000,Petrol,Automatic,First,5,,5.25,VOLKSWAGEN,14.4,1598,103.6
4797,Chennai,2011,47000,Petrol,Manual,First,5,,4.5,HYUNDAI,17,1197,80
4798,Chennai,2009,110000,Diesel,Automatic,First,5,,18,BMW,11,2993,235
4799,Coimbatore,2015,45960,Petrol,Manual,First,5,,5.56,HYUNDAI,19.1,1197,82
4800,Bangalore,2013,48000,Diesel,Automatic,First,5,,22,MERCEDES-BENZ,14.21,2143,203
4801,Hyderabad,2011,68000,Diesel,Automatic,First,5,,22,LAND,12.39,2179,147.51
4802,Mumbai,2011,41000,Petrol,Manual,First,5,,2.65,HYUNDAI,20.36,1197,78.9
4803,Jaipur,2013,69573,Diesel,Manual,Second,5,,5.85,HYUNDAI,22.32,1582,126.32
4804,Chennai,2012,115000,Diesel,Manual,First,5,,6.95,VOLKSWAGEN,19.33,1968,138.1
4805,Kolkata,2012,47629,Diesel,Manual,First,7,,6.5,MAHINDRA,15.1,2179,140
4806,Jaipur,2004,66624,Petrol,Manual,Third,8,,0.85,MARUTI,19.7,796,35
4807,Delhi,2013,80000,Petrol,Automatic,Second,5,32.54 Lakh,7.25,SKODA,14.67,1798,177.46
4808,Pune,2012,94868,Diesel,Manual,First,5,,4.5,MARUTI,22.9,1248,74
4809,Mumbai,2010,76477,Diesel,Manual,First,8,,4.25,MAHINDRA,10.5,2179,120
4810,Chennai,2016,28000,Petrol,Automatic,First,5,,26,MERCEDES-BENZ,13.7,1991,183
4811,Coimbatore,2017,28599,Diesel,Manual,First,6,11.71 Lakh,9.66,MAHINDRA,16.55,2498,105
4812,Bangalore,2013,45348,Diesel,Manual,Second,5,,6.85,RENAULT,19.01,1461,108.45
4813,Coimbatore,2013,80127,Diesel,Automatic,First,5,,23.68,AUDI,12.8,1968,167.6
4814,Delhi,2013,68000,Diesel,Automatic,Second,5,,15.75,LAND,12.39,2179,147.51
4815,Pune,2012,75000,Diesel,Manual,Third,5,,3.5,VOLKSWAGEN,20.54,1598,103.6
4816,Delhi,2006,48000,Petrol,Automatic,Second,5,,6.99,BMW,11.62,2979,306
4817,Coimbatore,2019,41871,Diesel,Manual,First,5,,15.57,HYUNDAI,22.7,1582,126.2
4818,Coimbatore,2015,84931,Diesel,Manual,First,7,,5.29,TATA,15.3,2956,83.8
4819,Kolkata,2016,15000,Petrol,Manual,First,5,3.98 Lakh,2.25,DATSUN,22.7,799,53.64
4820,Chennai,2009,110000,Diesel,Automatic,First,5,,20,BMW,11.7,2993,245
4821,Mumbai,2011,5900,Petrol,Automatic,First,4,,47.5,BMW,7.94,4395,450
4822,Chennai,2002,103653,Petrol,Manual,Second,5,,1.22,MARUTI,18.9,1061,47
4823,Chennai,2012,64806,Petrol,Manual,First,5,,3.65,VOLKSWAGEN,16.47,1198,73.9
4824,Pune,2016,35000,Petrol,Manual,First,7,,3.1,DATSUN,20.62,1198,67
4825,Bangalore,2016,40000,Petrol,Manual,First,5,,11.5,HYUNDAI,15.29,1591,121.3
4826,Kochi,2015,23876,Petrol,Manual,First,5,4.09 Lakh,3.46,MARUTI,24.07,998,67.1
4827,Coimbatore,2013,67901,Diesel,Manual,First,7,,8.38,HYUNDAI,14.66,2199,194.3
4828,Pune,2014,68865,Diesel,Manual,First,5,,4.8,VOLKSWAGEN,15.11,1598,103.6
4829,Pune,2014,71000,Diesel,Manual,Second,5,,4.5,HONDA,25.8,1498,98.6
4830,Chennai,2004,95000,Petrol,Manual,First,5,,0.8,MARUTI,15.9,1298,NULL
4831,Kolkata,2014,25000,Diesel,Manual,First,5,,3.95,MARUTI,22.9,1248,74
4832,Hyderabad,2012,180000,Diesel,Manual,First,5,,3.65,SKODA,20.5,1598,103.5
4833,Mumbai,2005,131000,Diesel,Automatic,First,5,,10,MERCEDES-BENZ,11,2987,198.5
4834,Delhi,2011,65000,Diesel,Manual,Second,8,,4,MAHINDRA,12.05,2179,120
4835,Hyderabad,2012,117777,Diesel,Manual,First,5,,4.75,NISSAN,21.64,1461,84.8
4836,Bangalore,2009,65000,Petrol,Manual,Second,5,,3.1,MARUTI,17.5,1298,85.8
4837,Kochi,2017,46897,Petrol,Manual,First,5,,3.61,HYUNDAI,21.1,814,55.2
4838,Coimbatore,2015,36695,Petrol,Manual,First,5,,4.29,HONDA,19.4,1198,86.8
4839,Kolkata,2011,43000,Petrol,Manual,First,5,,2.13,NISSAN,18.06,1198,75
4840,Mumbai,2008,54000,Petrol,Manual,First,5,,1.1,MARUTI,19.7,796,46.3
4841,Hyderabad,2011,89000,Diesel,Automatic,First,5,47.2 Lakh,13.95,BMW,22.69,1995,190
4842,Mumbai,2014,7000,Petrol,Manual,First,5,,5.35,VOLKSWAGEN,16.47,1198,74
4843,Hyderabad,2014,58470,Petrol,Manual,First,5,,3.9,MARUTI,23.1,998,67.04
4844,Kolkata,2014,37000,Petrol,Manual,First,5,5.56 Lakh,2.8,MARUTI,21.5,1197,81.8
4845,Mumbai,2016,29000,Diesel,Manual,First,5,,8.75,MARUTI,26.21,1248,88.5
4846,Hyderabad,2013,52000,Diesel,Automatic,First,5,,19.5,AUDI,16.55,1968,147.51
4847,Kolkata,2013,32807,Petrol,Manual,First,5,,2.75,HONDA,19.4,1198,86.8
4848,Hyderabad,2013,86000,Diesel,Automatic,First,8,,8,MAHINDRA,11.79,2179,120
4849,Delhi,2014,66500,Diesel,Manual,First,5,,5.7,HONDA,26,1498,98.6
4850,Ahmedabad,2012,94000,Diesel,Automatic,First,5,,12.5,BMW,17.05,1995,184
4851,Chennai,2011,29000,Petrol,Manual,Second,5,,1.75,CHEVROLET,18,995,62
4852,Chennai,2010,107389,Diesel,Manual,Second,5,,1.9,FORD,20,1399,68
4853,Ahmedabad,2015,36100,Petrol,Manual,First,5,,4.5,MARUTI,20.4,1197,81.8
4854,Mumbai,2015,16329,Diesel,Automatic,First,5,,30.3,MERCEDES-BENZ,19.27,2143,170
4855,Hyderabad,2014,36000,Diesel,Automatic,First,5,,16,SKODA,19.3,1968,141
4856,Kochi,2017,41816,Diesel,Automatic,First,5,,32.78,BMW,18.56,1995,190
4857,Jaipur,2015,54680,Petrol,Manual,First,5,,2.5,HYUNDAI,21.1,814,55.2
4858,Hyderabad,2017,14000,Diesel,Automatic,First,5,55.61 Lakh,43,AUDI,18.25,1968,187.74
4859,Kochi,2017,23977,Petrol,Manual,First,5,,5.38,FORD,18.16,1196,86.8
4860,Hyderabad,2013,30131,Petrol,Manual,First,5,,2.65,MARUTI,20.92,998,67.1
4861,Hyderabad,2017,2530,Petrol,Manual,First,5,,3.3,MARUTI,24.7,796,47.3
4862,Hyderabad,2015,39000,Diesel,Automatic,First,5,,34,MERCEDES-BENZ,19.27,2143,167.62
4863,Chennai,2001,140000,Petrol,Manual,Third,5,4.55 Lakh,0.7,HYUNDAI,20.3,1086,68
4864,Kochi,2017,32257,Diesel,Manual,First,5,,6.83,HYUNDAI,24.4,1120,71
4865,Kochi,2016,46983,Diesel,Manual,First,5,,5.77,HONDA,25.8,1498,98.6
4866,Chennai,2008,107000,Diesel,Manual,Second,5,,3.1,MARUTI,17.8,1248,75
4867,Mumbai,2017,19000,Petrol,Manual,First,5,,4.95,VOLKSWAGEN,16.2,1199,74
4868,Bangalore,2013,88000,Diesel,Automatic,First,5,,16.25,AUDI,17.11,1968,174.33
4869,Coimbatore,2012,84384,Diesel,Automatic,First,7,,52.54,LAND,10.2,4367,308
4870,Chennai,2011,128000,Diesel,Manual,Third,7,,6.4,MAHINDRA,16,2179,140
4871,Bangalore,2011,71000,Diesel,Manual,Third,7,,6.95,FORD,13.1,2499,141
4872,Kolkata,2008,50000,Diesel,Manual,First,5,,0.85,TATA,17.2,1396,53.5
4873,Chennai,2016,16000,Petrol,Manual,First,5,8.8 Lakh,6.95,MARUTI,21.4,1197,83.1
4874,Kolkata,2017,82000,Diesel,Manual,First,5,,3.45,HYUNDAI,24.4,1120,71
4875,Delhi,2008,80000,Petrol,Manual,First,5,,2.75,HONDA,13.5,1799,130
4876,Delhi,2015,36000,Petrol,Manual,Second,5,,4.95,HYUNDAI,18.6,1197,81.83
4877,Coimbatore,2018,17477,Petrol,Manual,First,5,11.13 Lakh,9.62,TATA,17,1198,108.5
4878,Coimbatore,2016,16725,Petrol,Manual,First,5,,6.79,HYUNDAI,18.6,1197,81.83
4879,Mumbai,2014,48241,Petrol,Manual,First,5,,4.5,MARUTI,19.1,1197,85.8
4880,Kochi,2014,52431,Petrol,Manual,First,5,4.59 Lakh,3.01,MARUTI,22.5,998,67.04
4881,Bangalore,2012,68000,Diesel,Manual,First,5,,4.4,HYUNDAI,21.9,1396,88.76
4882,Hyderabad,2012,158000,Diesel,Automatic,First,7,,17.49,TOYOTA,12.55,2982,168.5
4883,Coimbatore,2014,31446,Petrol,Manual,First,5,,4.66,HYUNDAI,20.36,1197,78.9
4884,Chennai,2015,25000,Petrol,Manual,First,5,,5.5,HYUNDAI,18.9,1197,82
4885,Ahmedabad,2016,57000,Petrol,Manual,First,5,,6,HYUNDAI,18.6,1197,81.83
4886,Hyderabad,2007,76000,Petrol,Automatic,First,5,,2.4,HYUNDAI,17,1086,NULL
4887,Kochi,2018,57078,Diesel,Manual,First,5,11.58 Lakh,10.19,MARUTI,24.3,1248,88.5
4888,Kochi,2016,47471,Diesel,Manual,First,5,,5.25,HONDA,25.8,1498,98.6
4889,Hyderabad,2014,50000,Diesel,Automatic,First,5,,45,MERCEDES-BENZ,15.26,2143,203.2
4890,Ahmedabad,2010,62000,Diesel,Manual,First,5,,2.7,HYUNDAI,23,1396,90
4891,Coimbatore,2013,65807,Petrol,Manual,First,5,,3.39,HYUNDAI,19.81,1086,68.05
4892,Hyderabad,2014,81768,Diesel,Manual,First,5,,5.69,MARUTI,26.59,1248,74
4893,Kochi,2018,9952,Petrol,Automatic,First,2,,58.54,BMW,10.37,2979,306
4894,Hyderabad,2017,24000,Diesel,Manual,First,5,10.63 Lakh,8.4,MARUTI,27.39,1248,74
4895,Hyderabad,2012,72921,Diesel,Manual,First,5,,2.5,CHEVROLET,25.44,936,57.6
4896,Pune,2012,59000,Petrol,Manual,First,5,,3.25,HONDA,19.4,1198,86.8
4897,Mumbai,2014,33000,Diesel,Manual,Second,5,,3.25,FORD,20,1399,68.05
4898,Pune,2016,36789,Petrol,Automatic,First,5,,4.25,MARUTI,23.1,998,67.04
4899,Jaipur,2014,41000,Diesel,Automatic,First,5,,18.5,MERCEDES-BENZ,14.84,2143,170
4900,Hyderabad,2007,71000,Petrol,Automatic,First,5,,2.4,HYUNDAI,17,1086,NULL
4901,Jaipur,2015,46650,Petrol,Manual,First,5,,4.25,HONDA,19.4,1198,86.8
4902,Mumbai,2018,3000,Petrol,Automatic,First,5,10.3 Lakh,8.85,MARUTI,21.4,1197,83.1
4903,Coimbatore,2014,14799,Petrol,Manual,First,5,,4.14,HYUNDAI,21.1,814,55.2
4904,Mumbai,2011,44000,Electric,Automatic,First,5,,12.75,TOYOTA,NAN,1798,73
4905,Hyderabad,2015,68525,Diesel,Manual,First,5,,7,HYUNDAI,23,1396,90
4906,Hyderabad,2018,15000,Diesel,Automatic,First,7,,33,FORD,10.91,3198,197
4907,Ahmedabad,2017,29000,Petrol,Manual,First,5,12.68 Lakh,10,HONDA,17.4,1497,117.3
4908,Kochi,2012,77407,Diesel,Manual,Second,5,,3.53,MARUTI,21.5,1248,88.8
4909,Jaipur,2007,118000,Petrol,Manual,First,5,,1.35,CHEVROLET,12.9,1598,102.5
4910,Delhi,2013,75000,Diesel,Manual,First,5,,4.5,VOLKSWAGEN,20.54,1598,103.6
4911,Pune,2012,69000,Petrol,Manual,First,5,,4.9,HONDA,16.8,1497,116.3
4912,Kochi,2016,52553,Diesel,Manual,First,5,,12.26,HYUNDAI,19.67,1582,126.2
4913,Mumbai,2014,58000,Diesel,Manual,Second,5,,3.99,HYUNDAI,24.4,1120,71
4914,Mumbai,2017,24000,Diesel,Automatic,First,5,59.77 Lakh,46.95,MERCEDES-BENZ,17.9,2143,170
4915,Hyderabad,2015,65542,Diesel,Manual,First,5,,3.8,FORD,20,1399,68
4916,Ahmedabad,2013,68008,Diesel,Manual,Second,5,,6.75,VOLKSWAGEN,15,1896,105
4917,Coimbatore,2017,22251,Diesel,Manual,First,7,,8.75,MAHINDRA,18.49,1493,100
4918,Chennai,2013,55000,Petrol,Manual,Second,5,,5.2,FORD,15.8,1499,110
4919,Kochi,2017,19387,Petrol,Manual,First,5,,8.42,HYUNDAI,17.1,1591,121.3
4920,Pune,2014,58000,CNG,Manual,First,5,,3,MARUTI,26.6,998,58.16
4921,Mumbai,2016,24001,Petrol,Manual,First,5,,5.75,HYUNDAI,18.6,1197,81.83
4922,Kolkata,2008,17000,Diesel,Automatic,First,5,,9.75,AUDI,15.2,1968,140.8
4923,Delhi,2015,28500,Petrol,Manual,First,5,,3.5,NISSAN,19.49,1198,67.04
4924,Jaipur,2014,66000,Diesel,Automatic,First,5,,30,MERCEDES-BENZ,15.26,2143,203.2
4925,Delhi,2017,22000,Diesel,Automatic,First,5,,35,LAND,12.83,2179,147.5
4926,Coimbatore,2018,44383,Petrol,Manual,First,5,17.7 Lakh,13.25,HYUNDAI,15.8,1591,121.3
4927,Mumbai,2013,45000,Diesel,Manual,First,5,,3.65,SKODA,20.5,1598,103.5
4928,Jaipur,2015,58000,Diesel,Manual,First,5,,5.25,MARUTI,23.4,1248,74
4929,Delhi,2016,69000,Petrol,Manual,First,5,14.23 Lakh,9.7,HYUNDAI,15.8,1591,121.3
4930,Coimbatore,2017,60993,Diesel,Manual,First,5,,5.21,HYUNDAI,24,1120,70
4931,Pune,2016,67000,Diesel,Manual,First,7,,6.3,MAHINDRA,18.49,1493,100
4932,Kochi,2014,51134,Diesel,Manual,First,5,,4.72,HYUNDAI,24,1120,70
4933,Chennai,2011,55000,Diesel,Automatic,Second,5,,28,BMW,11.7,2993,245
4934,Coimbatore,2018,25082,Diesel,Automatic,First,5,9.62 Lakh,8.37,MARUTI,28.4,1248,73.75
4935,Delhi,2012,68350,Diesel,Manual,First,7,,14,TOYOTA,12.55,2982,168.5
4936,Hyderabad,2015,50000,Diesel,Automatic,First,5,,36,AUDI,17.68,1968,174.33
4937,Pune,2015,97000,Diesel,Manual,First,5,,6.4,HONDA,27.3,1498,98.6
4938,Coimbatore,2015,56238,Diesel,Automatic,First,7,,51.69,AUDI,11.33,4134,335.2
4939,Jaipur,2014,72618,Diesel,Manual,First,7,,8,MAHINDRA,12.05,2179,120
4940,Hyderabad,2012,62005,Diesel,Manual,First,5,,9.8,CHEVROLET,18.3,1991,147.9
4941,Hyderabad,2012,61250,Diesel,Manual,First,5,,2.7,CHEVROLET,25.44,936,57.6
4942,Coimbatore,2014,28469,Diesel,Automatic,First,5,53.14 Lakh,24.37,AUDI,18.25,1968,187.74
4943,Kochi,2018,21488,Petrol,Automatic,First,5,,9.72,SKODA,14.3,1598,103.52
4944,Pune,2014,197000,Diesel,Manual,First,5,,5,MARUTI,23.4,1248,74
4945,Pune,2009,138205,Diesel,Manual,Second,7,,10.5,TOYOTA,11.5,2982,171
4946,Jaipur,2012,160000,Diesel,Manual,Second,5,,3.9,MARUTI,22.9,1248,74
4947,Coimbatore,2012,67590,Petrol,Manual,First,5,,5.65,HONDA,17,1497,118
4948,Mumbai,2012,52000,Diesel,Automatic,First,5,,29.95,MERCEDES-BENZ,15.26,2143,203.2
4949,Bangalore,2008,100000,Diesel,Manual,Second,5,,3,MARUTI,17.8,1248,75
4950,Kolkata,2017,60048,Diesel,Manual,First,5,8.91 Lakh,6,FORD,26.1,1498,99
4951,Mumbai,2009,48000,Petrol,Manual,First,5,,2.11,HYUNDAI,20.36,1197,78.9
4952,Kolkata,2010,47000,Petrol,Manual,First,,,1.49,FIAT,14.6,NAN,NAN
4953,Jaipur,2011,100000,Petrol,Manual,First,5,,1.5,MARUTI,19.7,796,46.3
4954,Coimbatore,2013,62601,Diesel,Manual,First,5,,4.67,TOYOTA,23.59,1364,NULL
4955,Bangalore,2006,80010,Petrol,Manual,Second,5,,2.85,MARUTI,20.4,1197,81.8
4956,Coimbatore,2017,26493,Diesel,Automatic,First,5,,33.64,MERCEDES-BENZ,19.27,2143,170
